id,licenseNumber,licenseStatus,licenseTerm,licenseType,licenseDesignation,issueDate,expirationDate,licenseStatusDate,businessLegalName,businessDbaName,businessOwnerName,businessStructure,activity,premiseStreetAddress,premiseCity,premiseState,premiseCounty,premiseZipCode,businessEmail,businessPhone,parcelNumber,PremiseLatitude,PremiseLongitude
19680,C10-0000937-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,01/24/2022 00:00:00,01/24/2027 00:00:00,,F2-Palm Desert LLC,CATALYST - PALM DESERT,"Damian Martin, Elliot Lewis",Limited Liability Company,Data Not Available,39420 Berkey Dr,Palm Desert,CA,Riverside,92211,Elliotlewis6700@catalystcannabis.Co,(562) 370-3780,Data Not Available,33.762383,-116.303123
19681,C10-0000938-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,01/24/2022 00:00:00,01/24/2027 00:00:00,,Highway Caregivers Inc,Highway DTLA,"David Civens, Polina Rubin",Corporation,Data Not Available,135 Vernon Ave E,Los Angeles,CA,Los Angeles,90011,Highwaycaregiversinc@gmail.Com,(818) 438-0271,Data Not Available,34.004234,-118.272618
19682,C10-0000939-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,01/26/2022 00:00:00,01/26/2027 00:00:00,,Responsible And Compliant Retail Fairfield LLC,Embarc Fairfield,"Dustin Moore, George Miller IV, Lauren Carpenter, Ron Turner",Limited Liability Company,Data Not Available,"180 Serrano Dr, Suite A",Fairfield,CA,Solano,94533,Licensing@goembarc.Com,(916) 573-2448,Data Not Available,38.246365,-122.073308
712,C10-0000940-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,01/26/2022 00:00:00,01/26/2027 00:00:00,,Dai Ma Management LLC [Equity Retailer],Weedhub [Equity Retailer],"Carlos  Quan, Henry Chan",Limited Liability Company,Data Not Available,3407 Geary Blvd,San Francisco,CA,San Francisco,94118,Henrychan614@gmail.Com,(415) 335-2606,Data Not Available,37.781196,-122.455478
713,C10-0000941-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,01/27/2022 00:00:00,01/27/2027 00:00:00,,"Sfcd, LLC",Union Station,"Jonathan Hunt, Joseph Hunt",Limited Liability Company,Data Not Available,2075 Mission St,San Francisco,CA,San Francisco,94110,Teamhybridsf@gmail.Com,(415) 424-1617,Data Not Available,37.763859,-122.419302
714,C10-0000942-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,01/27/2022 00:00:00,01/27/2027 00:00:00,,La Erudite Ventures [Equity Retailer],Ohana Cannabis [Equity Retailer],"Daryoush Azimi, Nasser Azimi, Robert  Fong, William Kim",Corporation,Data Not Available,850 Robertson Blvd S,Los Angeles,CA,Los Angeles,90035,Nazimi@teranomic.Com,(916) 757-4892,Data Not Available,34.061451,-118.383381
715,C10-0000943-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,01/28/2022 00:00:00,01/28/2027 00:00:00,,C21 Hemet,Cannabis 21+,"Sean StPeter, Tara St Peter",Corporation,Data Not Available,26120 Cordoba Dr,Hemet,CA,Riverside,92545,Sean_Stpeter@yahoo.Com,(619) 618-8139,Data Not Available,33.74297,-117.045825
717,C10-0000945-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/01/2022 00:00:00,02/01/2027 00:00:00,,"Oak Grove Group, LLC",Weed Shop,"Carlos Juan  Cuevas, Lee  Neckameyer, Warren Yue",Limited Liability Company,Data Not Available,"7095 Hollywood Blvd, Suite 201",Los Angeles,CA,Los Angeles,90028,OakgrovegroupLLC@gmail.Com,(310) 801-9779,Data Not Available,34.101933,-118.345019
721,C10-0000949-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/04/2022 00:00:00,02/04/2027 00:00:00,,Prodigious Collectives LLC,The Reserve SD,"Frederick Beck IV, Gregg Holda, Lawson Brown II, Teresa Tucker, Will Prefontaine",Limited Liability Company,Data Not Available,"8863 Balboa Ave, Suite E",San Diego,CA,San Diego,92123,Territuckerlicense@gmail.Com,(619) 373-7473,Data Not Available,32.819478,-117.137606
723,C10-0000951-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/05/2022 00:00:00,02/05/2027 00:00:00,,Element 7 Mendota LLC,Data Not Available,"Kevin Singer, Robert Divito",Limited Liability Company,Data Not Available,796 Oller St,Mendota,CA,Fresno,93640,Robert@e7ca.Com,(415) 906-9655,Data Not Available,36.754213,-120.379347
724,C10-0000952-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/05/2022 00:00:00,02/05/2027 00:00:00,,"Slocal Roots, LLC",Slocal Roots,"Austen Connella, Chloe Watkins, Marissa  Saucedo, Stephan  Kennedy",Limited Liability Company,Data Not Available,3535 Higuera St S,SN Luis Obisp,CA,San Luis Obispo,93401,Slocalrootsretail@gmail.Com,(415) 837-3957,Data Not Available,35.252624,-120.669485
725,C10-0000953-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/06/2022 00:00:00,02/06/2027 00:00:00,,899 Columbus LLC,Gemme Verdi,"Arthur  Do, Henry  Chan",Limited Liability Company,Data Not Available,899 Columbus Ave,San Francisco,CA,San Francisco,94133,Henry@gemmeverdi.Com,(415) 944-9855,Data Not Available,37.802544,-122.413691
726,C10-0000954-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/07/2022 00:00:00,02/07/2027 00:00:00,,Coachella Can LLC,Coachella Canna Club,"Armen Paronyan, Beatriz Sanchez, Katerina Captanis",Limited Liability Company,Data Not Available,46156 Dillon Rd,Coachella,CA,Riverside,92236,CoachellacanLLC@gmail.Com,(760) 284-8892,Data Not Available,33.713268,-116.173573
727,C10-0000955-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/08/2022 00:00:00,02/08/2027 00:00:00,,"Western Grand Starz Collective, LLC [Equity Retailer]",LaLaLand [Equity Retailer],"Angelica Pacheco, hamlet aleksanyan",Limited Liability Company,Data Not Available,2306 Vermont Ave S,Los Angeles,CA,Los Angeles,90007,Xoxohennessy@yahoo.Com,(818) 941-1146,Data Not Available,34.0350262,-118.2914498
728,C10-0000956-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/09/2022 00:00:00,02/09/2027 00:00:00,,Coachella Greenery [Equity Retailer],coachella greenery [Equity Retailer],"Diana PalaciosMorales, Jocelyne  Morales, naomi morales",Corporation,Data Not Available,"84801 Ave 48, Unit 3",Coachella,CA,Riverside,92236,Admin@coachellagreenery.Com,(760) 699-1632,Data Not Available,33.7000617,-116.187
729,C10-0000957-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/11/2022 00:00:00,02/11/2027 00:00:00,,The Lonely Pine LLC [Equity Retailer],Sage and Fire [Equity Retailer],"Chetan Abrol, Pearl Ayon, Wayne Scherer",Limited Liability Company,Data Not Available,1895 S Main St,Lone Pine,CA,Inyo,93545,Alex@attismanagement.Com,(858) 260-8815,Data Not Available,36.5839536,-118.0579822
730,C10-0000958-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,02/14/2022 00:00:00,02/14/2027 00:00:00,,Crescent City Cannabis Company LLC,Crescent City Cannabis Company LLC,Eric Taylor,Limited Liability Company,Data Not Available,415 Highway 101 Hwy S,Crescent City,CA,Del Norte,95531,Crescentcitycannabiscompany@gmail.Com,(707) 954-5503,Data Not Available,41.80892463,-124.1315044
710,C10-0000961-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/16/2022 00:00:00,02/16/2027 00:00:00,,"J.J.V.I. Enterprises,Inc.",The Bright Spot,"Jim Inglebright, Valerie Inglebright",Corporation,Data Not Available,1990 Walters Ct,Fairfield,CA,Solano,94533,Jim@thebrightspot.Com,(707) 685-5010,Data Not Available,38.270397,-121.989651
19299,C10-0000962-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/17/2022 00:00:00,02/17/2027 00:00:00,,"Ie Licensing, LLC.",The Syndicate Lake Elsinore 2,"Casey Zolnier, Gabriel Guzman, Kim Cousins, Sean Tousseau, Shawn Belschner, Stan Gonzales",Limited Liability Company,Data Not Available,"31885 Corydon St, Unit 130 & 140",Lake Elsinore,CA,Riverside,92530,Shawn@funtimecabinetfactory.Com,(818) 259-0942,Data Not Available,33.631355,-117.293557
19355,C10-0000963-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/18/2022 00:00:00,02/18/2027 00:00:00,,Vibe Ukiah LLC,Vibe by California,"Aaron Johnson, Gordon Anderson, James Walker, Joseph Starr, Mark Waldron, Michal Holub",Limited Liability Company,Data Not Available,441 State St,Ukiah,CA,Mendocino,95482,Mike@arcadewellness.Org,(916) 739-6337,Data Not Available,39.152585,-123.207588
19356,C10-0000964-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/19/2022 00:00:00,02/19/2027 00:00:00,,"Pirate Town Cannabis Company, LLC [Equity Retailer]",Pirate Town Cannabis Company [Equity Retailer],Cynthia Morsy,Limited Liability Company,Data Not Available,"134 N Gaffey St, Suite G",San Pedro,CA,Los Angeles,90731,Morsy.Cynthia@gmail.Com,(562) 278-4478,Data Not Available,33.743932,-118.291934
19357,C10-0000965-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/22/2022 00:00:00,02/22/2027 00:00:00,,Oakland Trading Company LLC [Equity Retailer],Oakanna [Equity Retailer],Joshua Chase,Limited Liability Company,Data Not Available,3238 Lakeshore Ave,Oakland,CA,Alameda,94610,Joshua.Eugene.Chase@gmail.Com,(510) 333-6835,Data Not Available,37.8104967,-122.2447367
19360,C10-0000968-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/22/2022 00:00:00,02/22/2027 00:00:00,,Alternatives East,Alternatives East,KAREN KISSLER,Corporation,Data Not Available,"2300 Bethards Dr, Suite A",Santa Rosa,CA,Sonoma,95405,Mskslr@comcast.Net,(415) 250-8888,Data Not Available,38.426117,-122.666168
19363,C10-0000971-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,02/24/2022 00:00:00,02/24/2027 00:00:00,,Green Qi LLC,The Sweet Spot,"Henry Huang, Jesse Narvaez",Limited Liability Company,Data Not Available,4880 Sonoma Hwy,Santa Rosa,CA,Sonoma,95409,Huang3388@yahoo.Com,(707) 217-6368,Data Not Available,38.463261,-122.66585
19366,C10-0000974-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/01/2022 00:00:00,03/01/2027 00:00:00,,Element 7 Firebaugh LLC,ELEMENT 7 FIREBAUGH LLC,"Adam Peterson, Bryant Tong, Jamie Besaw, John Oram, Kevin Singer, Robert Divito, William Chen",Limited Liability Company,Data Not Available,1210 12th St,Firebaugh,CA,Fresno,93622,Robert@e7ca.Com,(559) 296-5112,Data Not Available,36.855987,-120.457735
19368,C10-0000976-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/03/2022 00:00:00,03/03/2027 00:00:00,,"Valley Opportunities, LLC [Equity Retailer]",Swish Cannabis [Equity Retailer],"David Spiegel, Issac Shomer",Limited Liability Company,Data Not Available,10701 Burbank Blvd W,North Hollywood,CA,Los Angeles,91601,Yoni@swishcannnabis.Com,(818) 943-7262,Data Not Available,34.172441,-118.363975
19369,C10-0000977-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/03/2022 00:00:00,03/03/2027 00:00:00,,"Sweetflower Pasadena, LLC","SWEETFLOWER PASADENA, LLC","Michael Thomson, Timothy Dodd",Limited Liability Company,Data Not Available,827 Colorado Blvd E,Pasadena,CA,Los Angeles,91101,Compliance@sweetflower.Com,(626) 314-3106,Data Not Available,34.146149,-118.133303
19370,C10-0000978-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/07/2022 00:00:00,03/07/2027 00:00:00,,"Soparc, LLC",SPARC,"Amy Jenkins, Emily Paxhia, Joseph Pearson, Sean  Kelley",Limited Liability Company,Data Not Available,19315 Sonoma Hwy,Sonoma,CA,Sonoma,95476,Compliance@sparcsf.Org,(707) 584-6923,Data Not Available,38.2978977,-122.4756692
19371,C10-0000979-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/08/2022 00:00:00,03/08/2027 00:00:00,,"Enhanced Energies, Inc.",Vallejo Relief Center,"Dimitry Meksin, Juan Juaregui, Robert Martinez",Corporation,Data Not Available,315 Henry St,Vallejo,CA,Solano,94591,Dmeksin@gmail.Com,(707) 651-9988,Data Not Available,38.111729,-122.228651
19372,C10-0000980-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/08/2022 00:00:00,03/08/2027 00:00:00,,"Tigranlevonandlav, LLC [Equity Retailer]",Off the Charts Reseda [Equity Retailer],"Norman Yousif, Ryan Maddocks, Sean Maddocks",Limited Liability Company,Data Not Available,7543 Tampa Ave,Reseda,CA,Los Angeles,91335,Reseda@offthechartsshop.Com,(818) 626-9075,Data Not Available,34.207797,-118.553993
19373,C10-0000981-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,03/09/2022 00:00:00,03/09/2027 00:00:00,,"Pueblo Cannabis Co., Inc.",Pueblo Cannabis,Armando Lerma,Corporation,Data Not Available,85591 Grapefruit Blvd,Coachella,CA,Riverside,92236,Pueblo1846@gmail.Com,(760) 799-8623,Data Not Available,33.6823615,-116.1764188
19374,C10-0000982-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/09/2022 00:00:00,03/09/2027 00:00:00,,"Fgw Haight, Inc.",HARBORSIDE,"Conrad Gregory, Damien Posey, John Nichols, Kavi Bhai, Kevin Singer, Matthew Henri",Corporation,Data Not Available,768 Stanyan St,San Francisco,CA,San Francisco,94117,Licensing@statehouse.Co,(510) 610-7444,Data Not Available,37.767951,-122.453035
19405,C10-0000984-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/10/2022 00:00:00,03/10/2027 00:00:00,,"March And Ash Imperial Beach, Inc.",MARCH AND ASH,"Blake  Marchand, Breton Peace, Brindley Kershaw, Courtney Chamberlin, Greg Darling, Jeffrey Hornsby, Jonathan Saco",Corporation,Data Not Available,740 Palm Ave,Imperial BCH,CA,San Diego,91932,Bret@marchandash.Com,(619) 504-2424,Data Not Available,32.584526,-117.116352
19410,C10-0000987-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/11/2022 00:00:00,03/11/2027 00:00:00,,"The Cannabis Group, LLC",Hyperfoxxx,"Kevin Wolf, Rami Tahhan",Limited Liability Company,Data Not Available,24081 Postal Ave,Moreno Valley,CA,Riverside,92553,Wolf@thecannabis.Group,(951) 505-4775,Data Not Available,33.940031,-117.2422
19411,C10-0000988-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/14/2022 00:00:00,03/14/2027 00:00:00,,Nhc Turlock LLC,NHC Turlock,"Benjamin Vega, Graham Farrar, Hilal El Tabsh, Kyle Kazan, Mark Vendetti",Limited Liability Company,Data Not Available,3401 W Monte Vista Ave,Turlock,CA,Stanislaus,95380,Val@nhcdispensaries.Com,(805) 459-6048,Data Not Available,37.522253,-120.888355
19414,C10-0000991-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/21/2022 00:00:00,03/21/2027 00:00:00,,Sgi Santa Rosa LLC,STIIZY SANTA ROSA,"Chaudhry Ali, Isaac Kim, James Kim, Tak Sato, Vivian Khong",Limited Liability Company,Data Not Available,3175 Range Ave,Santa Rosa,CA,Sonoma,95403,Licensing@shrynegroup.Com,(213) 567-4201,Data Not Available,38.471261,-122.732793
19418,C10-0000995-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/24/2022 00:00:00,03/24/2026 00:00:00,,"Nca Management Co, LLC","NCA Management Co, LLC",Todd Kaplan,Limited Liability Company,Data Not Available,2103 Needles Hwy,Needles,CA,San Bernardino,92363,Ekaplan@vertcos.Com,(805) 231-6452,Data Not Available,34.848232,-114.619342
19419,C10-0000996-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/24/2022 00:00:00,03/24/2027 00:00:00,,Jiva Npa LLC,Jiva NPA LLC,"Brandon Johnson, Daniel Firtel, Michael Kramer, Rajiv Pottabathni, Ryan Johnson, Thomas Linovitz",Limited Liability Company,Data Not Available,2481 Second St,Napa,CA,Napa,94559,Raj@jivalife.Org,(732) 801-6300,Data Not Available,38.29787594,-122.3011794
19420,C10-0000997-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/24/2022 00:00:00,03/24/2027 00:00:00,,"My Golden Green, Inc.",The Humboldt County Collective,"Collin Hammans, JoAnn Hammans, Savannah Snow",Limited Liability Company,Data Not Available,"1662 Myrtle Ave, Suite A",Eureka,CA,Humboldt,95501,Goldengreen420@gmail.Com,(530) 605-8323,Data Not Available,40.793896,-124.136069
19421,C10-0000998-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/28/2022 00:00:00,03/28/2026 00:00:00,,Circle Of Hope Alliance,Wrk,Roberto Luo Wen,Corporation,Data Not Available,8311 Balboa Blvd,Northridge,CA,Los Angeles,91325,Wrk.Laretail@gmail.Com,(818) 359-4225,Data Not Available,34.221711,-118.502975
19422,C10-0000999-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,03/29/2022 00:00:00,03/29/2026 00:00:00,,Fairfax Enterprise,Herban Kulture,Peter Phan,Corporation,Data Not Available,3210 S Standard Ave,Santa Ana,CA,Orange,92705,Mphtenk@yahoo.Com,(949) 331-4160,Data Not Available,33.703877,-117.859339
19424,C10-0001001-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/29/2022 00:00:00,03/29/2027 00:00:00,,Jiva Uc LLC,Lemonnade Union City,"Brandon  Johnson, Daniel Firtel, Rajiv Pottabathni, Ryan Johnson, Thomas Linovitz",Limited Liability Company,Data Not Available,30545 Union City Blvd,Union City,CA,Alameda,94587,Raj@jivalife.Org,(732) 801-6300,Data Not Available,37.5996223,-122.0820897
19425,C10-0001002-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/29/2022 00:00:00,03/29/2027 00:00:00,,Quality Life Inc.,Quality Life,Michael Wilhoit,Corporation,Data Not Available,"2841 Lenwood Rd, Unit 2",Barstow,CA,San Bernardino,92311,Qualitylifebarstow@gmail.Com,(760) 447-1880,Data Not Available,34.8507,-117.081856
19426,C10-0001003-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/30/2022 00:00:00,03/30/2026 00:00:00,,"Ns East, Inc.","NS East, Inc.","Noel Shamoun, Swana Shamoun",Corporation,Data Not Available,"7323 El Cajon Blvd, Unit E",La Mesa,CA,San Diego,91942,Noel.Shamoun@gmail.Com,(619) 339-1737,Data Not Available,32.7687667,-117.039385
19427,C10-0001004-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,03/30/2022 00:00:00,03/30/2026 00:00:00,,"Tradecraft Farms - El Monte, LLC",Tradecraft Farms,"Barry Walker, Brent  Walker, Thomas Gibb",Limited Liability Company,Data Not Available,11518 Garvey Ave,El Monte,CA,Los Angeles,91732,Licensing@dubbros.Com,(310) 990-8779,Data Not Available,34.0626402,-118.0271317
19428,C10-0001005-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,04/04/2022 00:00:00,04/04/2026 00:00:00,,"Td Chula Vista I, Inc.",California Holistics,"David Dallal, Douglas Gans, Tony Hall",Corporation,Data Not Available,810 Paseo Del Rey,Chula Vista,CA,San Diego,91910,Tonyh@torreyholistics.Com,(619) 807-7044,Data Not Available,32.636382,-117.02806
19453,C10-0001007-LIC,Active,Annual,Commercial -  Retailer,Medicinal,04/05/2022 00:00:00,04/05/2027 00:00:00,,United Growers Inc.,United Growers Inc.,"Reyna  Diaz, soledad diaz",Corporation,Data Not Available,15740 Ave 296,Visalia,CA,Tulare,93292,Soldiaz30@yahoo.Com,(559) 731-0520,Data Not Available,36.327445,-119.221663
19454,C10-0001008-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/11/2022 00:00:00,04/11/2026 00:00:00,,Mds Retail,Bread Farms,"Daisy Ramirez, Gilbert Sanchez, Pimpraphai Aueyong, Roberto Luo Wen, Santiago  Varela Jr.",Corporation,Data Not Available,4316 Melrose Ave,Los Angeles,CA,Los Angeles,90029,Melrosecure@gmail.Com,(323) 677-4410,Data Not Available,34.083399,-118.294721
19455,C10-0001009-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/12/2022 00:00:00,04/12/2027 00:00:00,,Authentic Fairfield LLC,STIIIZY Fairfield,"Brian Mitchell, James Kim, Tony Huang",Limited Liability Company,Data Not Available,2470 Martin Rd,Fairfield,CA,Solano,94534,Licensing@shrynegroup.Com,(213) 567-4201,Data Not Available,38.274044,-122.0504715
19456,C10-0001010-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/13/2022 00:00:00,04/13/2026 00:00:00,,Four Green Guys [Equity Retailer],The Syndicate Northridge [Equity Retailer],"Gabriel Guzman, Jonah Roush, Stephanie Hiljus",Corporation,Data Not Available,8222 N Tampa Ave,Reseda,CA,Los Angeles,91335,Gguzman459@yahoo.Com,(818) 914-4736,Data Not Available,34.22003,-118.55293
19457,C10-0001011-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/14/2022 00:00:00,04/14/2026 00:00:00,,The Bract House LLC,The Bract House,Tom Calmese,Limited Liability Company,Data Not Available,10 Calaveras St,Sonora,CA,Tuolumne,95370,Bracthouse1981@gmail.Com,(209) 559-5799,Data Not Available,37.973634,-120.378968
19459,C10-0001013-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/15/2022 00:00:00,04/15/2026 00:00:00,,Pure Genus Enterprises [Equity Retailer],RELEAF [Equity Retailer],"NICHOLAS PALLADINO, RICHARD TALBOT, Wendi Woodburn",Corporation,Data Not Available,4568 Centinela Ave S,Los Angeles,CA,Los Angeles,90066,Puregenus@gmail.Com,(424) 228-2719,Data Not Available,33.991782,-118.421526
19460,C10-0001014-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/15/2022 00:00:00,04/15/2027 00:00:00,,Third & Kenmore LLC [Equity Retailer],Old G Kush [Equity Retailer],"Jacques Massachi, Pasquale Desiervi, Scott Lambert",Limited Liability Company,Data Not Available,3707 W 3rd St,Los Angeles,CA,Los Angeles,90020,Mboulos00@gmail.Com,(661) 495-7491,Data Not Available,34.069277,-118.2970275
19461,C10-0001015-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/15/2022 00:00:00,04/15/2027 00:00:00,,Vpcg LLC [Equity Retailer],TBD [Equity Retailer],"James Kim, Jose Pecho, Ramon Wilson, Tak Soto",Limited Liability Company,Data Not Available,1570 Western Ave S,Los Angeles,CA,Los Angeles,90006,Lany90210@gmail.Com,(424) 274-2668,Data Not Available,34.043974,-118.308536
19462,C10-0001016-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/15/2022 00:00:00,04/15/2027 00:00:00,,Roeding Leaf Inc. [Equity Retailer],Banyan Tree [Equity Retailer],"Adolfo Castillo, Miguel Vasquez, Steve Spriggs, William Broomfield",Corporation,Data Not Available,213 E Sierra Ave,Fresno,CA,Fresno,93710,Ace@banyantreefresno.Com,(559) 824-8211,Data Not Available,36.829429,-119.785753
19463,C10-0001017-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,04/18/2022 00:00:00,04/18/2026 00:00:00,,"J&P Consulting, LLC",THE WOODS WEHO,"DEVON WHEELER, JOHN HANDAL, TRACY Harshman",Limited Liability Company,Data Not Available,8271 Santa Monica Blvd,W Hollywood,CA,Los Angeles,90046,Wehoapplication@gmail.Com,(310) 466-0645,Data Not Available,34.09093,-118.369601
19464,C10-0001018-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/18/2022 00:00:00,04/18/2026 00:00:00,,Js Reserve [Equity Retailer],NELA RD. [Equity Retailer],Johnny Sayegh,Corporation,Data Not Available,5839 York Blvd,Los Angeles,CA,Los Angeles,90042,Data Not Available,(213) 493-5887,Data Not Available,34.118577,-118.19088
19465,C10-0001019-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/19/2022 00:00:00,04/19/2026 00:00:00,,Green Qween LLC. [Equity Retailer],Green Qween LLC. [Equity Retailer],"Andres Rigal, Taylor Bazley",Limited Liability Company,Data Not Available,1051 Broadway S,Los Angeles,CA,Los Angeles,90015,Taylor@thegreenqween.Com,(619) 721-7897,Data Not Available,34.04015,-118.258735
19466,C10-0001020-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/19/2022 00:00:00,04/19/2026 00:00:00,,Catalyst Hemet LLC,CATALYST-HEMET,"Damian Martin, Elliot Lewis",Limited Liability Company,Data Not Available,41007 Florida Ave E,Hemet,CA,Riverside,92544,Elliotlewis6700@catalystcannabis.Co,(562) 370-3780,Data Not Available,33.747328,-116.945054
19467,C10-0001021-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/23/2022 00:00:00,04/23/2027 00:00:00,,Rd San Bernardino LLC,RD SAN BERNARDINO LLC,"DARRIN OGANESIAN, RYAN OGANESIAN",Limited Liability Company,Data Not Available,240 E Redlands Blvd,SN Bernrdno,CA,San Bernardino,92408,Ryan.Oganesian@rrwmail.Com,(951) 236-6958,Data Not Available,34.05556107,-117.18260193
19468,C10-0001022-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/25/2022 00:00:00,04/25/2026 00:00:00,,Bloomforia LLC [Equity Retailer],REBUD San Pedro [Equity Retailer],"Arman Siradeghyan, Armen Gharibyan, Christian Ross, David Bagdasarian, Kimble Cannon, Kyle Suffolk, Nancy Suffolk",Limited Liability Company,Data Not Available,402 W 5th St,San Pedro,CA,Los Angeles,90731,BloomforiaLLC@gmail.Com,(805) 404-4141,Data Not Available,33.7398485,-118.285892
19469,C10-0001023-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/27/2022 00:00:00,04/27/2026 00:00:00,,"Nature's Story, LLC","NATURE'S STORY, LLC","Artur  Abovyan, Cristal Rodriguez, Mesrop Khoudagoulian, Serg Pogosyan",Limited Liability Company,Data Not Available,6455 Topanga Canyon Blvd N,Woodland HLS,CA,Los Angeles,91303,Kmesrop@aol.Com,(213) 444-9523,Data Not Available,34.1881033,-118.606135
19470,C10-0001024-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/27/2022 00:00:00,04/27/2026 00:00:00,,"Zxc11, LLC",Jade Leaf,"Devah Thomas, Maj Abolson, Tyler Aboulhosn, Tymor Aboulhosn",Foreign Limited Liability Company,Data Not Available,10461 Santa Monica Blvd,Los Angeles,CA,Los Angeles,90025,Jadeleafww@gmail.Com,(562) 235-2624,Data Not Available,34.056417,-118.426156
19471,C10-0001025-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/02/2022 00:00:00,05/02/2026 00:00:00,,Atwater Commerce LLC,ATWATER COMMERCE LLC,Mark Malatesta,Limited Liability Company,Data Not Available,"230 Commerce Ave, Suite A",Atwater,CA,Merced,95301,Licensing@thebakeryshop.Com,(949) 614-0099,Data Not Available,37.338943,-120.599058
